Rank,Name,Level,Mode,Power,Class,Skills
200,Endurance,100,[Dead] Hardcore,799,Sorcerer,"Deep Freeze, Ice Shards, Flame Shield, Ice Armor, Frost Nova, Teleport"
201,ì°ë¤ë,100,[Dead] Hardcore,805,Barbarian,"Lunging Strike, Hammer of the Ancients, Charge, War Cry, Rallying Cry, Challenging Shout"
202,LetsEeRRR,100,Hardcore,808,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
203,ë¯¸ë¥´ë¤ì,100,Hardcore,783,Rogue,"Puncture, Penetrating Shot, Dash, Cold Imbuement, Poison Imbuement, Shadow Step"
204,crispyimmy,100,Hardcore,813,Druid,"Storm Strike, Tornado, Blood Howl, Cyclone Armor, Hurricane, Grizzly Rage"
205,Hao,100,Hardcore,807,Rogue,"Puncture, Twisting Blades, Death Trap, Dash, Poison Trap, Shadow Step"
206,MadLife,100,[Dead] Hardcore,819,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
207,í¬ë í ì¤ë¶ì¸,100,Hardcore,801,Barbarian,"Lunging Strike, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker, Whirlwind"
208,Lifebars,100,Hardcore,793,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
209,Ignited,100,Hardcore,817,Sorcerer,"Frost Bolt, Ice Shards, Ice Armor, Frost Nova, Flame Shield, Deep Freeze"
210,znihc,100,Hardcore,764,Sorcerer,"Firewall, Flame Shield, Teleport, Frost Nova, Ice Armor, Inferno"
211,Doodoostain,100,Hardcore,800,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
212,Jestar,100,[Dead] Hardcore,803,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
213,IDIEDXD,100,Hardcore,791,Sorcerer,"Flame Shield, Ice Shards, Ice Armor, Frost Nova, Teleport, Inferno"
214,ì¥ë¯¸,100,Hardcore,803,Druid,"Storm Strike, Shred, Blood Howl, Hurricane, Cyclone Armor, Grizzly Rage"
215,Timzy,100,Hardcore,799,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Frost Nova, Deep Freeze, Ice Armor"
216,Crono,100,Hardcore,815,Rogue,"Puncture, Twisting Blades, Poison Trap, Shadow Step, Dash, Death Trap"
217,Ares,100,Hardcore,802,Sorcerer,"Ice Shards, Ice Armor, Teleport, Meteor, Frost Nova, Flame Shield"
218,ìì,100,Hardcore,789,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
219,Mokhtar,100,Hardcore,761,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
220,í¬ì¬,100,Hardcore,805,Sorcerer,"Teleport, Ice Shards, Flame Shield, Ice Armor, Blizzard, Frost Nova"
221,RHAIYU,100,Hardcore,811,Rogue,"Shadow Clone, Penetrating Shot, Concealment, Shadow Step, Poison Imbuement, Shadow Imbuement"
222,SkyFall,100,Hardcore,811,Barbarian,"Ground Stomp, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
223,ë¡ê·¸ë¼ì´í¬ì¤,100,Hardcore,791,Sorcerer,"Ice Armor, Firewall, Teleport, Flame Shield, Frost Nova, Inferno"
224,BarrySavage,100,[Dead] Hardcore,764,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
225,Trainwreck,100,Hardcore,797,Sorcerer,"Arc Lash, Teleport, Frost Nova, Ice Armor, Flame Shield, Deep Freeze"
226,ptina,100,[Dead] Hardcore,804,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
227,WAHEED,100,Hardcore,794,Barbarian,"Frenzy, Whirlwind, Rallying Cry, Challenging Shout, Wrath of the Berserker, War Cry"
228,Juanzary,100,Hardcore,816,Rogue,"Blade Shift, Twisting Blades, Poison Imbuement, Dash, Poison Trap, Dark Shroud"
229,doubgun,100,Hardcore,811,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
230,ë¶ìíì´ì,100,Hardcore,796,Necromancer,"Hemorrhage, Blood Surge, Blood Mist, Bone Storm, Decrepify, Iron Maiden"
231,Torych,100,Hardcore,804,Barbarian,"Lunging Strike, Rend, Rallying Cry, War Cry, Iron Skin, Call of the Ancients"
232,Onesteplolqt,100,Hardcore,811,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
233,Jiwon,100,[Dead] Hardcore,795,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
234,AceXecA,100,[Dead] Hardcore,803,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
235,MELEECHAD,100,Hardcore,823,Necromancer,"Reap, Blight, Decrepify, Blood Mist, Corpse Tendrils, Corpse Explosion"
236,Unreal,100,Hardcore,811,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Grizzly Rage, Debilitating Roar"
237,Nagara,100,Hardcore,768,Sorcerer,"Frost Bolt, Ice Shards, Flame Shield, Ice Armor, Frost Nova, Deep Freeze"
238,Taxi,100,Hardcore,810,Sorcerer,"Arc Lash, Flame Shield, Teleport, Ice Armor, Frost Nova, Unstable Currents"
239,Dymn,100,Hardcore,792,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Attack"
240,Hippo,100,Hardcore,795,Sorcerer,"Ice Shards, Inferno, Flame Shield, Ice Armor, Frost Nova, Teleport"
241,Mitsu,100,Hardcore,802,Sorcerer,"Inferno, Ice Shards, Teleport, Ice Armor, Frost Nova, Flame Shield"
242,meÃ¢nTnTT,100,Hardcore,780,Sorcerer,"Frost Bolt, Ice Shards, Frost Nova, Ice Armor, Teleport, Deep Freeze"
243,ReyPapi,100,Hardcore,810,Sorcerer,"Deep Freeze, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
244,Seohc,100,Hardcore,815,Necromancer,"Blood Mist, Blood Lance, Bone Splinters, Hemorrhage, Decrepify, Blood Wave"
245,zultsorc,100,Hardcore,779,Sorcerer,"Arc Lash, Unstable Currents, Ice Armor, Frost Nova, Teleport, Flame Shield"
246,DOOMBNUUY,100,Hardcore,806,Sorcerer,"Arc Lash, Frost Nova, Ice Armor, Flame Shield, Teleport, Unstable Currents"
247,Bizzleberry,100,Hardcore,809,Sorcerer,"Arc Lash, Unstable Currents, Ice Armor, Frost Nova, Teleport, Flame Shield"
248,Ethereal,100,Hardcore,790,Sorcerer,"Inferno, Ice Shards, Frost Nova, Ice Armor, Teleport, Flame Shield"
249,Redacted,100,Hardcore,755,Necromancer,"Bone Storm, Bone Spear, Corpse Tendrils, Corpse Explosion, Bone Prison, Blood Mist"
250,Konti,100,Hardcore,791,Sorcerer,"Arc Lash, Unstable Currents, Ice Armor, Frost Nova, Teleport, Flame Shield"
251,Knightspite,100,Hardcore,814,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
252,ë°í¤ì¤ì ë¡,100,Hardcore,810,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
253,Peekabao,100,Hardcore,798,Druid,"Maul, Pulverize, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Trample"
254,Wizfrog,100,Hardcore,803,Sorcerer,"Frost Nova, Teleport, Flame Shield, Ice Armor, Ice Shards, Deep Freeze"
255,Ovvy,100,Hardcore,800,Druid,"Storm Strike, Tornado, Blood Howl, Cyclone Armor, Hurricane, Grizzly Rage"
256,Savthe,100,Hardcore,800,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
257,Malinka,100,Hardcore,816,Sorcerer,"Deep Freeze, Ice Shards, Frost Nova, Flame Shield, Ice Armor, Teleport"
258,é­é½çè³,100,Hardcore,775,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Frost Nova, Ice Armor, Deep Freeze"
259,éåç,100,Hardcore,814,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Poison Trap, Death Trap"
260,TheOne,100,Hardcore,794,Sorcerer,"Arc Lash, Unstable Currents, Teleport, Ice Armor, Frost Nova, Flame Shield"
261,Kean,100,[Dead] Hardcore,818,Rogue,"Puncture, Flurry, Shadow Step, Dash, Shadow Imbuement, Shadow Clone"
262,AZH,100,Hardcore,771,Sorcerer,"Ice Shards, Meteor, Frost Nova, Ice Armor, Flame Shield, Teleport"
263,defCursed,100,[Dead] Hardcore,785,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Poison Trap, Death Trap"
264,AuszeitTV,100,Hardcore,775,Sorcerer,"Fire Bolt, Chain Lightning, Frost Nova, Teleport, Ice Armor, Unstable Currents"
265,NipyRiPy,100,Hardcore,787,Druid,"Wind Shear, Tornado, Cyclone Armor, Grizzly Rage, Blood Howl, Hurricane"
266,Zashkvar,100,Hardcore,761,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
267,Boradora,100,Hardcore,812,Sorcerer,"Ice Shards, Flame Shield, Frost Nova, Ice Armor, Teleport, Deep Freeze"
268,Coldhearted,100,[Dead] Hardcore,774,Necromancer,"Corpse Explosion, Bone Spear, Bone Prison, Corpse Tendrils, Bone Storm, Blood Mist"
269,Kungelina,100,Hardcore,794,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
270,HcDruid,100,Hardcore,801,Druid,"Storm Strike, Tornado, Blood Howl, Cyclone Armor, Hurricane, Grizzly Rage"
271,heizu,100,Hardcore,790,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
272,Rye,100,Hardcore,807,Barbarian,"Lunging Strike, Whirlwind, War Cry, Rallying Cry, Challenging Shout, Wrath of the Berserker"
273,êµ¶ì´,100,Hardcore,786,Druid,"Attack, Attack, Attack, Attack, Attack, Attack"
274,Jokuhl,100,Hardcore,793,Druid,"Earth Spike, Pulverize, Grizzly Rage, Earthen Bulwark, Debilitating Roar, Cyclone Armor"
275,Budlust,100,Hardcore,789,Druid,"Earth Spike, Pulverize, Debilitating Roar, Trample, Earthen Bulwark, Grizzly Rage"
276,Bogdalf,100,Hardcore,788,Sorcerer,"Arc Lash, Chain Lightning, Ice Armor, Frost Nova, Teleport, Unstable Currents"
277,Cutenoob,100,Hardcore,804,Druid,"Wind Shear, Cyclone Armor, Blood Howl, Hurricane, Tornado, Grizzly Rage"
278,ProsztaKuksi,100,Hardcore,801,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
279,Roneye,100,[Dead] Hardcore,805,Rogue,"Puncture, Twisting Blades, Shadow Step, Shadow Imbuement, Death Trap, Dash"
280,Vondalv,100,Hardcore,807,Necromancer,"Reap, Bone Spear, Raise Skeleton, Decrepify, Blood Mist, Golem"
281,Nekro,100,Hardcore,780,Sorcerer,"Fire Bolt, Ice Armor, Frost Nova, Ice Shards, Teleport, Deep Freeze"
282,Atiumx,100,[Dead] Hardcore,831,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
283,æ´»å¨ç¶ä¸,100,Hardcore,788,Sorcerer,"Ice Armor, Ice Shards, Frost Nova, Teleport, Flame Shield, Blizzard"
284,LowLee,100,Hardcore,725,Barbarian,"Lunging Strike, Hammer of the Ancients, Rallying Cry, War Cry, Challenging Shout, Call of the Ancients"
285,Daxoman,100,Hardcore,819,Rogue,"Shadow Clone, Rapid Fire, Dash, Poison Trap, Shadow Imbuement, Shadow Step"
286,DerScampi,100,[Dead] Hardcore,797,Rogue,"Puncture, Penetrating Shot, Dash, Shadow Step, Shadow Imbuement, Poison Imbuement"
287,Nitrofen,100,Hardcore,813,Necromancer,"Bone Spear, Raise Skeleton, Decrepify, Golem, Blood Mist, Bone Storm"
288,Nytroxsis,100,Hardcore,808,Druid,"Earth Spike, Pulverize, Trample, Grizzly Rage, Debilitating Roar, Earthen Bulwark"
289,KattKills,100,Hardcore,769,Sorcerer,"Spark, Chain Lightning, Flame Shield, Teleport, Frost Nova, Deep Freeze"
290,Buzzbin,100,Hardcore,809,Necromancer,"Raise Skeleton, Bone Spear, Bone Storm, Bone Splinters, Blood Mist, Golem"
291,íë³µíê¹ë§ê³¨ì¨,100,[Dead] Hardcore,821,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Poison Trap, Death Trap"
292,Bigboi,100,Hardcore,788,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
293,DaBBallFool,100,Hardcore,794,Rogue,"Blade Shift, Twisting Blades, Poison Trap, Dash, Shadow Imbuement, Death Trap"
294,Lustrick,100,[Dead] Hardcore,778,Rogue,"Concealment, Dash, Puncture, Penetrating Shot, Poison Imbuement, Shadow Imbuement"
295,Jimmyisalive,100,Hardcore,815,Sorcerer,"Flame Shield, Ice Shards, Ice Armor, Frost Nova, Teleport, Inferno"
296,IzzyNZ,100,Hardcore,800,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
297,fluctu,100,[Dead] Hardcore,805,Necromancer,"Bone Splinters, Bone Spear, Corpse Explosion, Corpse Tendrils, Blood Mist, Bone Storm"
298,SoClozz,100,Hardcore,758,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
299,Shook,100,Hardcore,766,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
300,ChickieChang,100,[Dead] Hardcore,807,Sorcerer,"Deep Freeze, Ice Shards, Flame Shield, Ice Armor, Frost Nova, Teleport"
301,ArchyHC,100,Hardcore,771,Druid,"Storm Strike, Tornado, Blood Howl, Cyclone Armor, Hurricane, Grizzly Rage"
302,penn,100,Hardcore,775,Sorcerer,"Ice Shards, Fire Bolt, Ice Armor, Frost Nova, Deep Freeze, Teleport"
303,Nova,100,[Dead] Hardcore,793,Sorcerer,"Deep Freeze, Ice Shards, Teleport, Flame Shield, Frost Nova, Ice Armor"
304,Zigaboom,100,Hardcore,797,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Grizzly Rage, Debilitating Roar, Trample"
305,thegoat,100,Hardcore,792,Sorcerer,"Ice Shards, Fire Bolt, Deep Freeze, Frost Nova, Teleport, Ice Armor"
306,Basstez,100,Hardcore,772,Necromancer,"Reap, Bone Spear, Raise Skeleton, Corpse Explosion, Blood Mist, Golem"
307,Shiny,100,Hardcore,787,Sorcerer,"Frost Bolt, Ice Shards, Flame Shield, Frost Nova, Teleport, Ice Armor"
308,Donkan,100,[Dead] Hardcore,823,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
309,Sploosh,100,Hardcore,798,Sorcerer,"Ice Shards, Flame Shield, Frost Nova, Teleport, Ice Armor, Deep Freeze"
310,Tiger,100,Hardcore,804,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
311,SilvergumHCa,100,Hardcore,817,Sorcerer,"Frost Nova, Ice Shards, Flame Shield, Deep Freeze, Ice Armor, Teleport"
312,ì¤í¬íì¼,100,Hardcore,802,Sorcerer,"Spark, Ball Lightning, Lightning Spear, Unstable Currents, Teleport, Flame Shield"
313,Meza,100,Hardcore,768,Druid,"Storm Strike, Tornado, Trample, Hurricane, Earthen Bulwark, Wolves"
314,Mamaka,100,[Dead] Hardcore,778,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Dark Shroud"
315,Aleks,100,Hardcore,807,Rogue,"Puncture, Poison Trap, Death Trap, Twisting Blades, Dash, Shadow Step"
316,ì¬ìê·ì¸ì¤ë¦¬ë¤,100,Hardcore,818,Sorcerer,"Ice Armor, Ice Shards, Deep Freeze, Frost Nova, Flame Shield, Teleport"
317,JEMALI,100,[Dead] Hardcore,785,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
318,Druid,100,Hardcore,768,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
319,Elarquerillo,100,Hardcore,775,Rogue,"Puncture, Twisting Blades, Shadow Step, Dark Shroud, Poison Trap, Death Trap"
320,Toneleitor,100,Hardcore,793,Sorcerer,"Arc Lash, Ice Shards, Flame Shield, Ice Armor, Frost Nova, Teleport"
321,Huskiez,100,Hardcore,784,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Dark Shroud, Poison Trap"
322,Qberto,100,Hardcore,822,Sorcerer,"Frost Nova, Ice Shards, Teleport, Ice Armor, Flame Shield, Deep Freeze"
323,JeyTiSeven,100,Hardcore,809,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Grizzly Rage, Trample, Debilitating Roar"
324,ZeroInfinity,100,[Dead] Hardcore,796,Druid,"Storm Strike, Tornado, Earthen Bulwark, Blood Howl, Hurricane, Grizzly Rage"
325,Kyle,100,Hardcore,776,Sorcerer,"Deep Freeze, Ice Shards, Teleport, Ice Armor, Frost Nova, Flame Shield"
326,ê·ì,100,[Dead] Hardcore,816,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Concealment, Shadow Imbuement"
327,Mahifo,100,Hardcore,798,Sorcerer,"Arc Lash, Charged Bolts, Teleport, Frost Nova, Ice Armor, Unstable Currents"
328,ViBE,100,Hardcore,799,Rogue,"Forceful Arrow, Rapid Fire, Shadow Clone, Dash, Penetrating Shot, Shadow Imbuement"
329,CumEnjoyer,100,Hardcore,805,Sorcerer,"Flame Shield, Ice Shards, Teleport, Ice Armor, Frost Nova, Inferno"
330,Zertik,100,Hardcore,797,Barbarian,"Wrath of the Berserker, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Lunging Strike"
331,Ilovetoes,100,Hardcore,809,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
332,SumTingWong,100,[Dead] Hardcore,795,Rogue,"Puncture, Twisting Blades, Poison Trap, Death Trap, Shadow Step, Dash"
333,Mef,100,Hardcore,808,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
334,Levve,100,Hardcore,777,Sorcerer,"Frost Nova, Ice Shards, Ice Armor, Flame Shield, Teleport, Inferno"
335,Thump,100,Hardcore,804,Druid,"Storm Strike, Tornado, Cyclone Armor, Grizzly Rage, Blood Howl, Hurricane"
336,Coco,100,Hardcore,812,Sorcerer,"Ice Shards, Frost Nova, Ice Armor, Teleport, Inferno, Flame Shield"
337,fauhst,100,Hardcore,818,Sorcerer,"Ice Shards, Meteor, Teleport, Frost Nova, Ice Armor, Flame Shield"
338,Gorath,100,Hardcore,806,Barbarian,"War Cry, Whirlwind, Rallying Cry, Challenging Shout, Iron Skin, Wrath of the Berserker"
339,UncleMumble,100,Hardcore,801,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
340,HiLatency,100,Hardcore,806,Rogue,"Puncture, Flurry, Concealment, Shadow Step, Dash, Shadow Clone"
341,AliRawidDuh,100,Hardcore,774,Sorcerer,"Firewall, Ice Armor, Teleport, Frost Nova, Inferno, Flame Shield"
342,Zulinha,100,Hardcore,781,Sorcerer,"Ice Shards, Ice Armor, Frost Nova, Teleport, Flame Shield, Deep Freeze"
343,Nekrage,100,Hardcore,809,Barbarian,"Iron Skin, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
344,Nopec,100,Hardcore,815,Druid,"Claw, Hurricane, Debilitating Roar, Earthen Bulwark, Blood Howl, Grizzly Rage"
345,Plant,100,Hardcore,802,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
346,DarkStalker,100,Hardcore,812,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
347,napnamm,100,Hardcore,800,Sorcerer,"Deep Freeze, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
348,Dimera,100,Hardcore,801,Necromancer,"Iron Maiden, Hemorrhage, Blood Surge, Blood Mist, Corpse Tendrils, Blood Wave"
349,MadHead,100,Hardcore,798,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
350,Archturius,100,[Dead] Hardcore,786,Rogue,"Puncture, Twisting Blades, Concealment, Shadow Step, Death Trap, Poison Trap"
351,Harley,100,Hardcore,809,Sorcerer,"Frost Bolt, Ice Shards, Flame Shield, Ice Armor, Deep Freeze, Teleport"
352,ashendrakar,100,Hardcore,786,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Cyclone Armor"
353,Campo,100,Hardcore,778,Rogue,"Puncture, Twisting Blades, Shadow Step, Poison Trap, Dash, Death Trap"
354,Baardsorc,100,Hardcore,812,Sorcerer,"Flame Shield, Ice Shards, Teleport, Frost Nova, Ice Armor, Deep Freeze"
355,ZeroX,100,[Dead] Hardcore,798,Sorcerer,"Ice Armor, Firewall, Flame Shield, Frost Nova, Teleport, Inferno"
356,Admirals,100,Hardcore,781,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Wrath of the Berserker, War Cry, Challenging Shout"
357,Beebro,100,Hardcore,808,Rogue,"Puncture, Twisting Blades, Shadow Step, Poison Imbuement, Poison Trap, Shadow Clone"
358,KalDruid,100,Hardcore,794,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
359,PhantasmHC,100,Hardcore,813,Rogue,"Puncture, Twisting Blades, Poison Trap, Dash, Shadow Step, Death Trap"
360,Shuttle,100,Hardcore,804,Druid,"Storm Strike, Tornado, Cyclone Armor, Blood Howl, Hurricane, Grizzly Rage"
361,Hobo,100,Hardcore,803,Druid,"Grizzly Rage, Earth Spike, Pulverize, Debilitating Roar, Earthen Bulwark, Trample"
362,Bozzard,100,[Dead] Hardcore,813,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
363,ENIGMA,100,Hardcore,785,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
364,Froggyisback,100,Hardcore,789,Druid,"Storm Strike, Tornado, Cyclone Armor, Blood Howl, Hurricane, Grizzly Rage"
365,BARBIEGIRL,100,Hardcore,785,Barbarian,"Lunging Strike, Whirlwind, War Cry, Rallying Cry, Wrath of the Berserker, Challenging Shout"
366,Djusko,100,Hardcore,796,Sorcerer,"Fire Bolt, Fireball, Hydra, Ice Armor, Flame Shield, Inferno"
367,Jack,100,Hardcore,780,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
368,Rekin,100,Hardcore,795,Druid,"Earth Spike, Pulverize, Debilitating Roar, Grizzly Rage, Trample, Earthen Bulwark"
369,TWRace,100,Hardcore,796,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Poison Trap, Shadow Imbuement"
370,Rubius,100,Hardcore,823,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, War Cry, Rallying Cry, Wrath of the Berserker"
371,Hannul,100,[Dead] Hardcore,799,Sorcerer,"Inferno, Flame Shield, Firewall, Teleport, Frost Nova, Ice Armor"
372,Volchos,100,Hardcore,779,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Death Trap, Poison Trap"
373,whsper,100,[Dead] Hardcore,794,Druid,"Storm Strike, Landslide, Grizzly Rage, Trample, Earthen Bulwark, Hurricane"
374,SillySatella,100,Hardcore,821,Necromancer,"Reap, Bone Spear, Corpse Tendrils, Blood Mist, Bone Storm, Attack"
375,ìë¼,100,Hardcore,799,Sorcerer,"Ice Shards, Inferno, Teleport, Frost Nova, Ice Armor, Flame Shield"
376,Sylani,100,[Dead] Hardcore,798,Sorcerer,"Frost Nova, Teleport, Ice Shards, Flame Shield, Ice Armor, Inferno"
377,Claus,100,Hardcore,796,Sorcerer,"Firewall, Frost Nova, Teleport, Inferno, Ice Armor, Flame Shield"
378,Destiny,100,Hardcore,814,Sorcerer,"Inferno, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
379,Waeni,100,[Dead] Hardcore,798,Sorcerer,"Deep Freeze, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
380,Edobar,100,Hardcore,793,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
381,glassjaw,100,[Dead] Hardcore,806,Sorcerer,"Arc Lash, Ice Shards, Teleport, Flame Shield, Ice Armor, Frost Nova"
382,Mona,100,Hardcore,806,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
383,CodysorcHC,100,Hardcore,797,Sorcerer,"Ice Armor, Arc Lash, Flame Shield, Frost Nova, Unstable Currents, Teleport"
384,Slappy,100,Hardcore,785,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
385,demise,100,Hardcore,795,Sorcerer,"Ice Shards, Flame Shield, Ice Armor, Frost Nova, Teleport, Deep Freeze"
386,yo,100,Hardcore,806,Druid,"Earth Spike, Pulverize, Trample, Earthen Bulwark, Debilitating Roar, Grizzly Rage"
387,darumaotosis,100,Hardcore,800,Rogue,"Forceful Arrow, Penetrating Shot, Dash, Dark Shroud, Poison Imbuement, Shadow Imbuement"
388,Murp,100,Hardcore,803,Sorcerer,"Arc Lash, Unstable Currents, Flame Shield, Frost Nova, Ice Armor, Teleport"
389,WaggleTWO,100,Hardcore,789,Sorcerer,"Ice Shards, Deep Freeze, Frost Nova, Teleport, Ice Armor, Flame Shield"
390,Mast,100,Hardcore,794,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
391,Raodyn,100,Hardcore,801,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Trample"
392,MaeseNacho,100,[Dead] Hardcore,801,Druid,"Pulverize, Earth Spike, Earthen Bulwark, Grizzly Rage, Trample, Debilitating Roar"
393,eXipe,100,Hardcore,799,Rogue,"Puncture, Twisting Blades, Poison Trap, Dark Shroud, Dash, Shadow Step"
394,NumberThree,100,Hardcore,805,Necromancer,"Bone Splinters, Bone Spear, Decrepify, Golem, Blood Mist, Bone Storm"
395,Exune,100,Hardcore,807,Sorcerer,"Frost Nova, Firewall, Inferno, Ice Armor, Flame Shield, Teleport"
396,Trypt,100,Hardcore,790,Barbarian,"Hammer of the Ancients, Lunging Strike, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
397,nvlddmkm,100,Hardcore,797,Barbarian,"Lunging Strike, Hammer of the Ancients, War Cry, Rallying Cry, Challenging Shout, Wrath of the Berserker"
398,Sleep,100,Hardcore,806,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
399,Zxor,100,Hardcore,803,Rogue,"Puncture, Twisting Blades, Poison Trap, Death Trap, Dash, Shadow Step"
400,Doodookaka,100,Hardcore,799,Sorcerer,"Arc Lash, Flame Shield, Teleport, Unstable Currents, Ice Armor, Frost Nova"
